,id,origin,destination,distance,hard_cap
0,"e_12,13,15,13","12,13","15,13",3,3
1,"e_15,13,12,13","15,13","12,13",3,5
2,"e_15,13,17,12","15,13","17,12",3,5
3,"e_7,10,4,10","7,10","4,10",3,4
4,"e_21,6,20,9","21,6","20,9",4,1
5,"e_10,18,10,20","10,18","10,20",2,2
6,"e_10,18,11,18","10,18","11,18",1,3
7,"e_20,9,21,6","20,9","21,6",4,2
8,"e_4,10,7,10","4,10","7,10",3,1
9,"e_17,12,15,13","17,12","15,13",3,5
10,"e_10,20,10,18","10,20","10,18",2,5
11,"e_10,20,11,18","10,20","11,18",3,4
12,"e_11,18,10,18","11,18","10,18",1,1
13,"e_11,18,10,20","11,18","10,20",3,5
14,"e_12,13,20,9","12,13","20,9",12,5
15,"e_12,13,24,8","12,13","24,8",17,3
16,"e_15,13,22,21","15,13","22,21",15,4
17,"e_7,10,12,13","7,10","12,13",8,1
18,"e_17,24,10,18","17,24","10,18",13,2
19,"e_14,2,4,10","14,2","4,10",18,2
20,"e_21,6,12,8","21,6","12,8",11,2
21,"e_24,0,24,8","24,0","24,8",8,3
22,"e_10,18,12,8","10,18","12,8",12,4
23,"e_24,8,17,24","24,8","17,24",23,2
24,"e_24,8,20,9","24,8","20,9",5,5
25,"e_20,9,10,18","20,9","10,18",19,5
26,"e_20,9,12,13","20,9","12,13",12,1
27,"e_4,10,7,16","4,10","7,16",9,2
28,"e_17,12,8,0","17,12","8,0",21,5
29,"e_17,12,21,6","17,12","21,6",10,1
30,"e_22,21,21,15","22,21","21,15",7,3
31,"e_10,20,22,21","10,20","22,21",13,3
32,"e_21,15,17,12","21,15","17,12",7,5
33,"e_8,0,10,20","8,0","10,20",22,1
34,"e_8,0,12,13","8,0","12,13",17,1
35,"e_0,12,10,20","0,12","10,20",18,2
36,"e_0,12,21,6","0,12","21,6",27,3
37,"e_7,16,21,15","7,16","21,15",15,4
38,"e_7,16,10,18","7,16","10,18",5,5
39,"e_11,18,8,0","11,18","8,0",21,4
40,"e_11,18,4,10","11,18","4,10",15,1
41,"e_12,8,22,21","12,8","22,21",23,5
