,id,origin,destination,distance,hard_cap
0,"e_3,4,5,5","3,4","5,5",3,2
1,"e_21,22,21,18","21,22","21,18",4,2
2,"e_21,22,19,21","21,22","19,21",3,1
3,"e_21,22,21,23","21,22","21,23",1,2
4,"e_21,18,21,22","21,18","21,22",4,1
5,"e_21,18,20,17","21,18","20,17",2,2
6,"e_20,17,21,18","20,17","21,18",2,1
7,"e_20,17,20,13","20,17","20,13",4,1
8,"e_6,8,5,5","6,8","5,5",4,2
9,"e_11,16,14,15","11,16","14,15",4,2
10,"e_3,15,0,15","3,15","0,15",3,2
11,"e_20,13,20,17","20,13","20,17",4,2
12,"e_0,15,3,15","0,15","3,15",3,2
13,"e_14,15,11,16","14,15","11,16",4,1
14,"e_19,21,21,22","19,21","21,22",3,1
15,"e_19,21,21,23","19,21","21,23",4,2
16,"e_5,5,3,4","5,5","3,4",3,2
17,"e_5,5,6,8","5,5","6,8",4,2
18,"e_21,23,21,22","21,23","21,22",1,2
19,"e_21,23,19,21","21,23","19,21",4,2
20,"e_3,4,24,3","3,4","24,3",22,1
21,"e_3,4,20,13","3,4","20,13",26,1
22,"e_5,0,0,15","5,0","0,15",20,1
23,"e_5,0,11,10","5,0","11,10",16,2
24,"e_21,22,20,17","21,22","20,17",6,2
25,"e_21,22,0,10","21,22","0,10",33,1
26,"e_8,2,20,17","8,2","20,17",27,1
27,"e_21,18,19,21","21,18","19,21",5,1
28,"e_21,18,20,13","21,18","20,13",6,2
29,"e_11,23,20,17","11,23","20,17",15,1
30,"e_11,23,20,5","11,23","20,5",27,2
31,"e_24,3,8,2","24,3","8,2",17,1
32,"e_24,3,20,17","24,3","20,17",18,2
33,"e_20,17,11,23","20,17","11,23",15,2
34,"e_20,5,11,23","20,5","11,23",27,2
35,"e_20,5,3,4","20,5","3,4",18,1
36,"e_11,10,11,16","11,10","11,16",6,2
37,"e_11,10,8,2","11,10","8,2",11,1
38,"e_6,8,8,2","6,8","8,2",8,1
39,"e_6,8,19,21","6,8","19,21",26,2
40,"e_11,16,20,17","11,16","20,17",10,2
41,"e_3,15,14,15","3,15","14,15",11,1
42,"e_3,15,6,8","3,15","6,8",10,1
43,"e_20,13,5,5","20,13","5,5",23,1
44,"e_0,15,20,17","0,15","20,17",22,2
45,"e_0,15,11,23","0,15","11,23",19,2
46,"e_0,10,14,15","0,10","14,15",19,2
47,"e_14,15,21,18","14,15","21,18",10,1
48,"e_14,15,5,0","14,15","5,0",24,1
49,"e_19,21,0,10","19,21","0,10",30,2
50,"e_19,21,11,23","19,21","11,23",10,1
51,"e_5,5,0,10","5,5","0,10",10,1
52,"e_21,23,14,15","21,23","14,15",15,1
