,id,origin,destination,distance,hard_cap
0,e_0,v_11,v_5,9,3
1,e_1,v_1,v_20,1,2
2,e_2,v_1,v_10,2,2
3,e_3,v_16,v_19,11,2
4,e_4,v_7,v_9,13,1
5,e_5,v_3,v_17,10,1
6,e_6,v_9,v_3,6,2
7,e_7,v_12,v_13,7,2
8,e_8,v_16,v_18,7,2
9,e_9,v_20,v_16,11,1
10,e_10,v_8,v_5,8,3
11,e_11,v_2,v_19,25,3
12,e_12,v_1,v_18,17,1
13,e_13,v_17,v_2,22,1
14,e_14,v_13,v_10,28,2
15,e_15,v_13,v_3,19,1
16,e_16,v_19,v_4,11,3
17,e_17,v_18,v_3,10,1
18,e_18,v_3,v_4,12,2
19,e_19,v_5,v_17,10,2
20,e_20,v_1,v_6,1,1
21,e_21,v_11,v_1,22,3
22,e_22,v_5,v_8,8,2
23,e_23,v_13,v_15,5,1
24,e_24,v_14,v_18,12,3
25,e_25,v_20,v_5,14,2
26,e_26,v_10,v_9,4,3
27,e_27,v_10,v_3,9,3
28,e_28,v_16,v_14,6,2
29,e_29,v_14,v_20,5,3
