,id,origin,destination,distance,hard_cap
0,e_0,v_15,v_14,20,8
1,e_1,v_10,v_2,27,6
2,e_2,v_12,v_1,25,5
3,e_3,v_9,v_4,10,6
4,e_4,v_13,v_8,22,1
5,e_5,v_18,v_14,12,6
6,e_6,v_13,v_15,5,2
7,e_7,v_5,v_10,16,6
8,e_8,v_20,v_16,11,8
9,e_9,v_1,v_2,25,5
10,e_10,v_20,v_6,1,2
11,e_11,v_17,v_7,8,8
12,e_12,v_14,v_2,20,8
13,e_13,v_5,v_14,10,6
14,e_14,v_20,v_8,8,8
15,e_15,v_1,v_7,15,7
16,e_16,v_19,v_9,3,2
17,e_17,v_6,v_8,7,3
18,e_18,v_8,v_17,5,8
19,e_19,v_11,v_7,11,7
20,e_20,v_7,v_1,15,8
21,e_21,v_5,v_20,14,7
22,e_22,v_3,v_1,8,7
23,e_23,v_2,v_7,14,5
24,e_24,v_20,v_10,2,3
25,e_25,v_16,v_3,4,5
26,e_26,v_4,v_19,11,4
27,e_27,v_12,v_10,25,2
28,e_28,v_16,v_17,14,3
29,e_29,v_16,v_11,13,4
30,e_30,v_20,v_9,3,5
31,e_31,v_18,v_13,10,8
32,e_32,v_8,v_12,22,8
33,e_33,v_8,v_9,6,1
34,e_34,v_12,v_8,22,1
35,e_35,v_6,v_11,21,4
36,e_36,v_3,v_13,19,2
37,e_37,v_8,v_20,8,2
38,e_38,v_2,v_12,10,2
39,e_39,v_19,v_7,15,8
40,e_40,v_17,v_18,16,2
41,e_41,v_19,v_16,11,8
42,e_42,v_12,v_4,28,6
43,e_43,v_5,v_19,14,3
44,e_44,v_1,v_18,17,3
45,e_45,v_6,v_5,14,5
46,e_46,v_14,v_9,4,3
47,e_47,v_14,v_20,5,6
48,e_48,v_12,v_6,24,4
49,e_49,v_15,v_7,14,4
50,e_50,v_2,v_13,4,3
51,e_51,v_16,v_5,9,4
52,e_52,v_18,v_16,7,3
53,e_53,v_9,v_10,4,8
54,e_54,v_16,v_19,11,4
55,e_55,v_18,v_15,9,4
56,e_56,v_7,v_8,8,6
57,e_57,v_5,v_2,13,1
58,e_58,v_6,v_20,1,1
59,e_59,v_8,v_2,20,4
