,id,origin,destination,distance,hard_cap
0,"e_19,2,17,1","19,2","17,1",3,1
1,"e_4,19,5,21","4,19","5,21",3,2
2,"e_4,19,5,19","4,19","5,19",1,3
3,"e_4,13,3,11","4,13","3,11",3,2
4,"e_15,21,16,19","15,21","16,19",3,2
5,"e_15,21,15,19","15,21","15,19",2,2
6,"e_5,21,4,19","5,21","4,19",3,2
7,"e_5,21,5,19","5,21","5,19",2,3
8,"e_17,1,19,2","17,1","19,2",3,1
9,"e_5,19,4,19","5,19","4,19",1,1
10,"e_5,19,5,21","5,19","5,21",2,3
11,"e_3,11,4,13","3,11","4,13",3,3
12,"e_16,19,15,21","16,19","15,21",3,3
13,"e_16,19,15,19","16,19","15,19",1,2
14,"e_15,19,15,21","15,19","15,21",2,1
15,"e_15,19,16,19","15,19","16,19",1,2
16,"e_4,5,9,20","4,5","9,20",20,1
17,"e_4,5,4,13","4,5","4,13",8,3
18,"e_11,2,4,13","11,2","4,13",18,2
19,"e_11,2,19,2","11,2","19,2",8,1
20,"e_19,2,22,7","19,2","22,7",8,3
21,"e_19,2,3,11","19,2","3,11",25,2
22,"e_4,19,4,13","4,19","4,13",6,2
23,"e_4,13,4,19","4,13","4,19",6,2
24,"e_15,21,9,20","15,21","9,20",7,3
25,"e_12,15,7,7","12,15","7,7",13,1
26,"e_1,18,3,11","1,18","3,11",9,2
27,"e_1,18,15,19","1,18","15,19",15,2
28,"e_9,20,22,24","9,20","22,24",17,1
29,"e_9,20,5,21","9,20","5,21",5,3
30,"e_7,7,1,18","7,7","1,18",17,3
31,"e_7,7,19,2","7,7","19,2",17,1
32,"e_24,17,4,13","24,17","4,13",24,2
33,"e_11,8,15,21","11,8","15,21",17,3
34,"e_5,21,4,13","5,21","4,13",9,2
35,"e_5,21,15,21","5,21","15,21",10,2
36,"e_17,1,3,11","17,1","3,11",24,1
37,"e_17,1,4,5","17,1","4,5",17,1
38,"e_5,19,4,13","5,19","4,13",7,3
39,"e_22,24,24,17","22,24","24,17",9,2
40,"e_3,11,1,18","3,11","1,18",9,2
41,"e_22,7,22,24","22,7","22,24",17,1
42,"e_22,7,19,2","22,7","19,2",8,1
43,"e_16,19,17,1","16,19","17,1",19,2
44,"e_15,19,24,17","15,19","24,17",11,1
