,id,demand,origin,destination
0,k_0,1,"5,19","24,17"
1,k_1,1,"1,18","19,2"
2,k_2,1,"12,15","17,1"
3,k_3,1,"17,1","16,19"
4,k_4,1,"5,21","19,2"
5,k_5,1,"19,2","5,21"
6,k_6,1,"4,5","5,19"
7,k_7,1,"4,19","24,17"
8,k_8,1,"3,11","24,17"
9,k_9,1,"5,21","19,2"
10,k_10,1,"1,18","5,19"
11,k_11,1,"24,17","1,18"
12,k_12,1,"4,13","17,1"
13,k_13,1,"22,24","3,11"
14,k_14,1,"4,19","16,19"
15,k_15,1,"5,19","16,19"
16,k_16,1,"16,19","3,11"
17,k_17,1,"4,13","22,24"
18,k_18,1,"19,2","5,21"
19,k_19,1,"4,5","15,19"
20,k_20,1,"7,7","24,17"
21,k_21,1,"24,17","15,19"
22,k_22,1,"4,13","15,21"
23,k_23,1,"12,15","15,21"
24,k_24,1,"1,18","5,21"
25,k_25,1,"19,2","15,19"
26,k_26,1,"11,2","5,19"
27,k_27,1,"15,19","4,19"
28,k_28,1,"12,15","4,19"
29,k_29,1,"11,2","15,21"
30,k_30,1,"7,7","4,19"
31,k_31,1,"11,8","24,17"
32,k_32,1,"4,19","16,19"
33,k_33,1,"5,19","15,19"
34,k_34,1,"12,15","15,21"
35,k_35,1,"4,19","16,19"
36,k_36,1,"12,15","15,21"
37,k_37,1,"24,17","1,18"
38,k_38,1,"16,19","22,24"
39,k_39,1,"4,19","16,19"
40,k_40,1,"12,15","15,21"
41,k_41,1,"5,19","15,19"
42,k_42,1,"7,7","4,13"
43,k_43,1,"11,2","24,17"
44,k_44,1,"12,15","3,11"
45,k_45,1,"11,2","22,24"
46,k_46,1,"3,11","15,21"
47,k_47,1,"19,2","4,19"
48,k_48,1,"24,17","16,19"
49,k_49,1,"12,15","15,19"
50,k_50,1,"4,5","15,19"
51,k_51,1,"11,2","15,19"
52,k_52,1,"15,19","22,24"
53,k_53,1,"11,2","24,17"
54,k_54,1,"22,24","5,19"
55,k_55,1,"5,21","1,18"
56,k_56,1,"5,21","17,1"
57,k_57,1,"17,1","15,21"
58,k_58,1,"11,8","3,11"
59,k_59,1,"1,18","9,20"
60,k_60,1,"11,2","4,5"
61,k_61,1,"12,15","5,19"
62,k_62,1,"4,5","17,1"
63,k_63,1,"16,19","4,13"
64,k_64,1,"11,8","22,7"
65,k_65,1,"3,11","16,19"
66,k_66,1,"22,24","5,21"
67,k_67,1,"5,19","1,18"
68,k_68,1,"11,8","22,24"
69,k_69,1,"11,2","24,17"
70,k_70,1,"4,19","17,1"
71,k_71,1,"4,5","15,21"
72,k_72,1,"7,7","4,5"
73,k_73,1,"1,18","5,19"
74,k_74,1,"16,19","22,24"
75,k_75,1,"1,18","5,21"
76,k_76,1,"15,19","4,13"
77,k_77,1,"12,15","22,7"
78,k_78,1,"1,18","22,7"
79,k_79,1,"24,17","5,21"
80,k_80,1,"9,20","15,19"
81,k_81,1,"15,19","4,19"
82,k_82,1,"4,5","5,19"
83,k_83,1,"11,8","19,2"
84,k_84,1,"22,24","3,11"
85,k_85,1,"4,19","16,19"
86,k_86,1,"11,2","15,19"
87,k_87,1,"15,21","4,13"
88,k_88,1,"24,17","5,21"
89,k_89,1,"17,1","22,24"
90,k_90,1,"1,18","5,21"
91,k_91,1,"15,21","5,19"
92,k_92,1,"4,19","9,20"
93,k_93,1,"5,19","22,24"
94,k_94,1,"4,13","24,17"
95,k_95,1,"11,8","5,19"
96,k_96,1,"11,2","15,19"
97,k_97,1,"11,8","5,21"
98,k_98,1,"11,2","4,5"
99,k_99,1,"15,21","19,2"
100,k_100,1,"11,8","22,24"
101,k_101,1,"16,19","5,19"
102,k_102,1,"4,19","16,19"
103,k_103,1,"19,2","9,20"
104,k_104,1,"5,19","17,1"
105,k_105,1,"1,18","19,2"
106,k_106,1,"9,20","19,2"
107,k_107,1,"19,2","5,21"
108,k_108,1,"19,2","4,19"
109,k_109,1,"22,24","3,11"
110,k_110,1,"15,19","4,13"
111,k_111,1,"12,15","16,19"
112,k_112,1,"1,18","17,1"
113,k_113,1,"16,19","22,7"
114,k_114,1,"19,2","15,21"
115,k_115,1,"7,7","4,5"
116,k_116,1,"4,13","16,19"
117,k_117,1,"5,21","19,2"
118,k_118,1,"17,1","15,19"
119,k_119,1,"5,21","19,2"
120,k_120,1,"4,5","15,19"
121,k_121,1,"7,7","22,24"
122,k_122,1,"12,15","4,19"
123,k_123,1,"4,19","9,20"
124,k_124,1,"5,21","17,1"
125,k_125,1,"5,21","24,17"
126,k_126,1,"5,19","15,19"
127,k_127,1,"3,11","17,1"
128,k_128,1,"16,19","22,7"
129,k_129,1,"22,7","4,13"
130,k_130,1,"16,19","1,18"
131,k_131,1,"3,11","5,21"
132,k_132,1,"17,1","15,21"
133,k_133,1,"12,15","15,19"
134,k_134,1,"11,8","22,7"
135,k_135,1,"24,17","15,19"
136,k_136,1,"3,11","17,1"
137,k_137,1,"11,2","22,24"
138,k_138,1,"9,20","15,19"
139,k_139,1,"11,8","19,2"
140,k_140,1,"24,17","1,18"
141,k_141,1,"5,19","15,19"
142,k_142,1,"4,19","24,17"
143,k_143,1,"12,15","16,19"
144,k_144,1,"17,1","5,21"
145,k_145,1,"4,13","15,21"
146,k_146,1,"11,2","5,19"
147,k_147,1,"1,18","4,19"
148,k_148,1,"11,8","4,19"
149,k_149,1,"11,8","17,1"
150,k_150,1,"12,15","3,11"
151,k_151,1,"5,19","17,1"
152,k_152,1,"12,15","4,5"
153,k_153,1,"22,7","5,19"
154,k_154,1,"5,19","1,18"
155,k_155,1,"15,19","22,24"
156,k_156,1,"5,19","22,24"
157,k_157,1,"7,7","22,24"
158,k_158,1,"5,19","1,18"
159,k_159,1,"11,2","5,19"
160,k_160,1,"22,7","4,19"
161,k_161,1,"5,19","9,20"
162,k_162,1,"11,8","24,17"
163,k_163,1,"22,24","5,21"
164,k_164,1,"5,21","17,1"
165,k_165,1,"1,18","17,1"
166,k_166,1,"3,11","5,21"
167,k_167,1,"22,24","5,21"
168,k_168,1,"19,2","15,19"
169,k_169,1,"15,21","4,19"
170,k_170,1,"24,17","5,21"
171,k_171,1,"16,19","4,13"
172,k_172,1,"15,21","4,19"
173,k_173,1,"11,8","24,17"
174,k_174,1,"15,21","3,11"
175,k_175,1,"12,15","4,19"
176,k_176,1,"15,21","4,5"
177,k_177,1,"15,19","5,21"
178,k_178,1,"9,20","22,7"
179,k_179,1,"19,2","4,19"
180,k_180,1,"4,13","15,21"
181,k_181,1,"5,19","17,1"
