,id,origin,destination,distance,hard_cap
0,"e_17,15,14,14","17,15","14,14",4,1
1,"e_17,15,19,14","17,15","19,14",3,2
2,"e_8,0,10,1","8,0","10,1",3,2
3,"e_0,24,2,23","0,24","2,23",3,2
4,"e_14,14,17,15","14,14","17,15",4,3
5,"e_14,14,15,11","14,14","15,11",4,1
6,"e_14,14,11,14","14,14","11,14",3,4
7,"e_10,1,8,0","10,1","8,0",3,4
8,"e_15,11,14,14","15,11","14,14",4,1
9,"e_19,14,17,15","19,14","17,15",3,2
10,"e_11,14,14,14","11,14","14,14",3,4
11,"e_2,23,0,24","2,23","0,24",3,3
12,"e_1,10,10,1","1,10","10,1",18,2
13,"e_17,15,10,1","17,15","10,1",21,2
14,"e_17,15,18,9","17,15","18,9",7,1
15,"e_19,21,2,3","19,21","2,3",35,3
16,"e_19,21,14,22","19,21","14,22",6,2
17,"e_8,0,2,3","8,0","2,3",9,1
18,"e_8,0,14,22","8,0","14,22",28,2
19,"e_2,3,7,10","2,3","7,10",12,3
20,"e_2,3,19,21","2,3","19,21",35,4
21,"e_21,0,17,15","21,0","17,15",19,2
22,"e_21,0,8,21","21,0","8,21",34,3
23,"e_18,9,21,0","18,9","21,0",12,2
24,"e_0,24,18,9","0,24","18,9",33,1
25,"e_0,24,2,3","0,24","2,3",23,1
26,"e_22,24,7,10","22,24","7,10",29,3
27,"e_14,14,19,14","14,14","19,14",5,3
28,"e_8,21,22,24","8,21","22,24",17,2
29,"e_8,21,2,23","8,21","2,23",8,4
30,"e_10,1,21,0","10,1","21,0",12,2
31,"e_15,11,18,9","15,11","18,9",5,4
32,"e_15,11,1,10","15,11","1,10",15,3
33,"e_14,22,10,1","14,22","10,1",25,4
34,"e_14,22,8,21","14,22","8,21",7,4
35,"e_7,10,19,14","7,10","19,14",16,2
36,"e_7,10,0,24","7,10","0,24",21,3
37,"e_19,14,14,14","19,14","14,14",5,4
38,"e_11,14,19,14","11,14","19,14",8,4
39,"e_16,0,17,15","16,0","17,15",16,2
40,"e_2,23,10,1","2,23","10,1",30,1
41,"e_2,23,14,22","2,23","14,22",13,1
