,id,origin,destination,distance,hard_cap
0,e_0,v_16,v_12,14,1
1,e_1,v_18,v_5,7,1
2,e_2,v_12,v_8,22,1
3,e_3,v_5,v_2,13,1
4,e_4,v_5,v_13,15,3
5,e_5,v_1,v_4,11,3
6,e_6,v_19,v_11,22,3
7,e_7,v_17,v_9,9,2
8,e_8,v_17,v_14,10,2
9,e_9,v_19,v_12,25,2
10,e_10,v_11,v_20,22,1
11,e_11,v_20,v_14,5,1
12,e_12,v_6,v_16,10,3
13,e_13,v_12,v_9,24,3
14,e_14,v_11,v_2,4,3
15,e_15,v_20,v_2,25,2
16,e_16,v_19,v_16,11,3
17,e_17,v_11,v_10,23,3
18,e_18,v_14,v_9,4,2
19,e_19,v_20,v_16,11,1
20,e_20,v_18,v_4,18,2
21,e_21,v_17,v_18,16,3
22,e_22,v_3,v_16,4,1
23,e_23,v_15,v_2,2,1
24,e_24,v_14,v_18,12,1
25,e_25,v_2,v_10,27,1
26,e_26,v_9,v_10,4,1
27,e_27,v_1,v_18,17,2
28,e_28,v_14,v_15,20,1
29,e_29,v_2,v_7,14,1
30,e_30,v_16,v_5,9,3
31,e_31,v_4,v_1,11,3
32,e_32,v_8,v_14,6,1
33,e_33,v_1,v_5,14,3
34,e_34,v_4,v_9,10,3
35,e_35,v_16,v_11,13,3
36,e_36,v_20,v_4,11,3
37,e_37,v_2,v_4,24,1
38,e_38,v_11,v_15,3,2
39,e_39,v_9,v_16,10,2
40,e_40,v_7,v_15,14,2
41,e_41,v_16,v_10,12,3
42,e_42,v_5,v_20,14,2
43,e_43,v_2,v_11,4,2
44,e_44,v_9,v_6,2,2
