,id,origin,destination,distance,hard_cap
0,"e_9,18,8,15","9,18","8,15",4,2
1,"e_12,8,15,9","12,8","15,9",4,1
2,"e_15,9,12,8","15,9","12,8",4,1
3,"e_5,8,3,7","5,8","3,7",3,1
4,"e_22,10,22,13","22,10","22,13",3,1
5,"e_22,10,24,9","22,10","24,9",3,1
6,"e_2,13,0,12","2,13","0,12",3,3
7,"e_8,12,8,15","8,12","8,15",3,3
8,"e_22,13,22,10","22,13","22,10",3,3
9,"e_24,9,22,10","24,9","22,10",3,1
10,"e_8,15,9,18","8,15","9,18",4,1
11,"e_8,15,8,12","8,15","8,12",3,1
12,"e_0,12,2,13","0,12","2,13",3,3
13,"e_3,7,5,8","3,7","5,8",3,3
14,"e_9,18,22,13","9,18","22,13",18,1
15,"e_12,8,3,7","12,8","3,7",10,2
16,"e_15,17,19,5","15,17","19,5",16,1
17,"e_15,9,24,18","15,9","24,18",18,1
18,"e_5,8,22,13","5,8","22,13",22,3
19,"e_22,10,8,12","22,10","8,12",16,2
20,"e_2,13,15,9","2,13","15,9",17,1
21,"e_22,1,8,12","22,1","8,12",25,1
22,"e_8,12,22,13","8,12","22,13",15,1
23,"e_24,18,9,18","24,18","9,18",15,3
24,"e_1,17,8,15","1,17","8,15",9,1
25,"e_22,13,15,17","22,13","15,17",11,3
26,"e_20,22,24,18","20,22","24,18",8,1
27,"e_24,9,5,8","24,9","5,8",20,1
28,"e_0,4,2,13","0,4","2,13",11,1
29,"e_8,15,24,9","8,15","24,9",22,3
30,"e_0,12,3,7","0,12","3,7",8,2
31,"e_3,7,22,1","3,7","22,1",25,3
32,"e_16,24,24,18","16,24","24,18",14,1
33,"e_19,5,8,12","19,5","8,12",18,3
